id,EA_HAB,EA_LIT,EA_MAL,EA_JOUE,EA_AID,EA_EMM,EA_SATTACHE,OA_VAISS,OA_REPAS,OA_ALIME,OA_LINGE,OA_ASPIR,OA_BRICO,OA_COMPT,OA_INVIT,OA_SATREP,OB_DACHQUO,OB_DACHEX,OB_DEDUC,OB_DLOISIR,OB_GESTION,OC_SATREL,OC_DESTAC,VA_MARIDEP,VA_COHAB,VA_MARITJS,VA_DIVORC,VA_FEMENF,VA_HOMENF,VA_DEUXPAR,VA_MERSEUL,VA_EFTAUTO,VA_DROITHOMO,VA_GPOCCPE,VA_PARAIDENF,VA_PARENCH,VA_ENRESPAR,VA_ENFCH,VA_FILLEFILS,VA_ENFAIDPAR,VA_ACCPAR,VA_DIFFAGE,VA_REVFE,VA_DEPFE,VA_FOYEPAN,VA_HOMPOL,VA_ENFMERAC,VA_ENFPERAC,VA_DIVGARD,VA_HOMPRIO,VA_PARPRIO,VA_JEUPRIO,VA_QPERSAGE,VA_QENFPS,VA_QENFSCO,VA_QFINPERSA,VA_QFINPAREN,MA_AGEMQ,MC_DIPLOME,PF_PCSM8,PF_PCSP8,CA_DIPLOME,EA_VERIFC,poids12,PA_DURMTRA,PB_DURMTRA,MA_SEXE,AH_CS8,PF_AGEDEPFOY_rec,PF_AVECQUI_rec,PE_NBFSV_rec,PA_VERIFCOH_rec,PA_FQAVM_rec,PB_FQAVP_rec,PA_MEREBV_rec,PB_PEREBV_rec,TYPFAM3_rec,EA_ADULT16_rec,NBENF14_rec,NBENF3_rec,MA_ACT_rec,NBENFTOTM_rec,EA_AUTPERS_rec,OA_AUTPERS_rec,MA_AGEM_rec
6633,8,8,4,3,2,3,10,97,1,2,1,2,4,3,3,9,3,3,3,3,3,10,1,5,2,2,2,4,4,4,1,2,2,3,3,3,2,3,5,3,5,3,5,3,1,5,5,3,3,3,3,3,3,5,5,1,1,8,7,2,2,5,1,3497.799937,180,180,2,5,21,1,5,4,1,1,1,1,4,2,1,2,1,2,3,3,39
6634,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,3,3,3,3,5,2,3,NA,3,5,9,3,5,1,1,1,2,2,2,1,1,1,3,2,2,2,4,4,2,2,4,4,1,1,4,5,2,4,4,2,4,3,4,3,1,1,5,8,5,4,7,1,3576.462536,5,5,2,4,21,1,1,4,2,2,1,1,3,2,2,2,2,0,NA,3,23
6635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,1,2,2,5,1,1,1,5,2,5,2,5,5,2,5,5,5,1,3,5,4,2,3,5,3,3,1,4,2,1,1,8,3,5,NA,NA,2,3468.52852,20,5,1,5,18,2,1,4,2,1,1,1,2,2,1,2,2,1,3,NA,39
6636,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,2,3,2,3,5,2,3,NA,3,4,9,2,5,2,2,2,5,5,2,3,3,2,3,2,4,2,5,5,2,4,4,5,2,4,4,4,3,3,5,5,5,3,3,3,1,1,6,8,NA,6,8,1,4039.950649,30,30,2,3,20,1,2,4,2,1,1,1,3,2,2,2,1,0,NA,3,29
6637,3,3,2,3,2,3,8,3,2,1,1,3,3,1,1,8,3,2,3,3,3,NA,3,2,1,2,2,2,2,1,3,2,2,2,1,5,2,5,5,2,1,5,2,2,4,5,2,4,5,5,2,4,4,5,5,3,3,7,4,NA,6,1,1,3478.804118,5,5,2,5,18,1,2,4,2,2,1,1,4,2,1,1,2,3,1,1,31
6638,NA,NA,NA,NA,NA,NA,NA,5,1,3,1,2,5,5,3,10,3,3,NA,3,3,NA,1,1,1,1,1,1,1,1,1,1,4,2,2,5,2,5,5,2,2,3,5,4,1,3,1,1,3,1,1,1,3,3,4,9,4,16,2,NA,2,2,1,4823.837624,NA,NA,2,7,28,1,2,4,NA,NA,2,2,3,2,2,2,2,0,NA,1,79
6639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,3,3,3,5,1,1,5,5,5,3,3,1,1,5,5,5,1,5,13,2,1,6,NA,2,6876.152054,5,NA,2,5,18,1,1,4,2,NA,1,2,5,1,2,2,2,0,NA,NA,61
6640,8,3,4,3,3,3,10,3,3,3,5,3,3,5,3,10,3,3,3,3,6,10,1,5,1,3,2,3,3,1,2,1,1,3,3,4,3,5,5,3,4,5,5,3,4,4,4,4,3,4,3,5,3,3,3,3,3,7,4,6,6,4,1,6457.271405,15,9999,1,6,18,4,1,4,1,0,1,1,4,2,1,2,2,1,1,1,32
6641,NA,NA,NA,NA,NA,NA,NA,2,2,3,97,3,5,5,2,10,2,2,NA,2,3,NA,2,5,3,1,5,1,1,1,5,4,5,1,1,2,1,3,2,2,1,1,4,4,1,4,5,2,3,1,1,1,5,5,5,4,4,6,8,4,3,8,1,6843.660105,150,150,2,3,26,1,2,4,1,1,1,1,3,2,2,2,2,0,NA,1,29
6642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,1,3,3,3,2,3,2,4,2,3,3,3,5,3,4,5,5,3,5,5,5,3,3,5,3,3,2,1,4,1,1,11,8,4,3,NA,2,4195.472407,40,NA,2,3,23,1,2,4,2,NA,1,2,2,1,2,2,2,1,NA,NA,54
6643,1,1,1,3,1,1,9,1,1,1,1,1,5,2,3,8,1,3,3,3,3,10,3,2,1,4,1,2,2,2,4,4,3,4,3,3,4,4,5,2,2,2,5,1,2,5,5,5,5,5,4,5,4,2,1,1,1,7,5,5,6,1,1,3478.804118,1200,1200,2,5,20,1,1,4,1,1,1,1,4,2,1,2,2,3,3,3,32
6644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,2,2,2,2,3,3,2,2,3,3,4,5,2,3,3,3,3,2,3,4,3,3,5,2,1,3,3,3,3,3,5,8,5,6,NA,2,6981.988953,120,NA,1,8,16,1,NA,4,2,NA,1,2,5,1,2,2,2,0,NA,NA,22
6645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,5,1,2,2,1,2,1,3,2,1,2,1,2,5,2,2,4,2,1,1,4,1,1,3,4,4,4,5,3,3,5,1,16,6,NA,6,NA,2,3052.974933,NA,NA,2,7,18,1,2,4,NA,NA,2,2,1,2,2,2,2,0,NA,NA,76
6646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,1,2,4,1,4,1,5,4,4,5,4,4,5,3,4,3,5,4,4,4,5,1,1,5,5,5,3,4,4,3,4,6,8,NA,6,NA,2,3125.528726,90,90,1,4,17,1,3,4,1,1,1,1,1,2,2,2,2,0,NA,NA,27
6647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7,5,2,3,3,2,2,1,3,5,5,1,2,2,2,3,5,4,4,4,5,1,3,2,5,1,5,5,5,5,3,5,2,1,2,4,5,5,2,NA,2,1745.50561,75,75,1,8,19,1,1,4,2,2,1,1,1,2,2,2,2,0,NA,NA,19
6648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,1,3,1,3,4,1,2,2,3,2,4,5,3,1,3,5,1,2,3,1,2,3,5,2,3,5,5,3,1,3,6,1,NA,6,NA,2,2028.986279,20,20,2,8,19,1,2,4,2,2,1,1,2,2,1,1,2,3,3,NA,26
6649,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,3,5,3,3,6,3,2,NA,3,3,9,2,5,2,1,1,1,1,1,4,4,1,3,3,5,5,5,5,2,3,5,5,5,1,5,2,2,5,5,2,2,1,3,3,1,1,5,4,6,6,3,1,3535.391683,480,480,2,5,20,1,1,4,1,1,1,1,3,2,2,2,2,0,NA,2,23
6650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,1,3,3,2,2,4,2,3,2,4,2,5,5,2,3,3,5,1,2,5,2,2,3,5,4,3,3,3,4,3,3,7,6,4,2,NA,2,3384.607895,300,300,2,6,23,1,1,4,1,1,1,1,1,2,2,2,2,0,NA,NA,34
6651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,5,9,3,3,2,9,1,3,1,1,4,2,3,5,2,3,5,5,1,1,5,5,3,5,5,3,3,3,3,4,3,3,4,6,4,3,NA,2,2883.123462,180,180,2,5,18,1,NA,4,1,1,1,1,1,2,2,2,2,0,NA,NA,19
6652,2,3,2,3,97,2,4,1,1,2,5,1,4,3,3,5,3,3,3,3,5,NA,3,4,2,2,2,2,3,2,4,4,2,2,2,2,3,4,2,2,2,4,2,2,4,4,4,2,4,3,9,4,3,4,4,2,2,7,7,5,4,8,1,6632.62463,90,90,2,5,24,1,2,4,1,1,1,1,4,2,1,1,2,1,2,2,33
6653,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,3,1,5,1,7,1,3,NA,2,2,7,2,4,1,4,2,3,3,2,3,3,3,2,2,3,2,4,3,3,3,3,3,1,1,4,4,2,3,4,3,3,5,2,3,3,3,8,7,NA,3,8,1,6843.660105,45,45,2,3,20,1,1,4,1,1,1,1,3,2,2,2,2,0,NA,3,36
6654,NA,NA,NA,NA,NA,NA,NA,3,4,4,5,4,2,1,3,9,4,3,NA,3,4,9,1,3,1,4,2,3,3,3,1,1,1,1,1,1,1,2,5,1,1,5,5,1,1,3,3,2,5,5,2,3,5,5,5,5,5,11,4,NA,6,5,1,3560.721522,20,NA,1,4,19,1,3,4,1,NA,1,2,3,2,2,2,2,0,NA,3,51
6655,3,3,2,3,97,3,9,3,2,1,1,3,3,3,3,8,3,3,3,3,5,NA,3,3,1,5,1,4,4,4,1,3,1,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,2,2,8,4,NA,6,4,1,4379.726187,40,20,2,5,21,1,3,4,1,0,1,1,4,2,1,2,2,1,1,1,35
6656,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,1,2,1,3,2,2,1,NA,1,1,1,5,1,5,5,5,1,2,1,1,1,5,2,5,5,1,1,5,5,5,9,5,5,5,5,5,5,5,3,3,3,1,1,10,6,NA,9,8,1,5196.449274,75,75,1,4,19,1,2,4,2,2,1,1,4,1,2,2,2,2,NA,1,49
6657,NA,NA,NA,NA,NA,NA,NA,3,4,5,5,4,3,5,5,10,3,3,NA,5,3,NA,1,5,3,5,1,2,5,1,1,1,5,1,1,1,5,5,3,5,3,5,5,1,1,5,2,2,3,3,2,2,3,5,5,1,4,11,2,5,NA,3,1,4100.627738,10,NA,1,2,22,2,NA,4,1,NA,1,3,3,2,2,2,2,0,NA,1,53
6658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,1,5,5,3,1,1,1,2,1,5,1,4,5,1,1,5,5,1,1,5,4,2,5,5,2,3,9,3,2,3,3,4,5,4,3,NA,2,3491.136338,60,60,1,8,19,1,2,4,2,2,1,1,1,2,2,2,2,0,NA,NA,19
6659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,1,1,4,5,1,1,1,2,1,1,3,5,5,5,1,1,1,5,1,1,5,1,1,3,1,1,1,3,5,5,1,1,9,2,NA,NA,NA,2,6481.509115,NA,NA,2,8,NA,2,5,3,NA,NA,NA,2,2,1,2,2,2,2,NA,NA,42
6660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,2,1,9,2,2,2,1,1,1,1,1,1,1,9,5,2,9,9,3,5,2,4,5,2,9,3,5,9,3,2,2,2,1,1,5,4,4,5,NA,2,13816.0074,9999,9999,1,8,0,1,1,4,2,2,1,1,5,1,2,2,1,0,NA,NA,21
6661,8,3,3,3,3,3,8,2,1,1,1,1,5,5,3,5,1,3,3,3,4,8,1,5,1,1,1,2,2,2,5,1,1,2,2,5,2,5,5,4,5,5,5,1,2,5,5,1,3,1,1,1,4,5,5,1,1,9,2,1,1,4,1,3489.382478,150,150,2,6,20,1,3,4,1,1,1,1,4,2,1,2,2,2,3,3,43
6662,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,1,5,3,9,3,3,3,3,3,8,1,4,1,1,1,3,3,2,1,2,3,1,1,2,2,3,5,3,3,1,5,3,1,5,1,1,5,5,5,1,5,4,2,1,1,10,4,NA,6,3,1,3475.399873,25,25,1,6,19,1,3,4,1,1,1,1,4,1,2,2,2,2,NA,3,45
6663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,5,2,5,5,2,2,5,2,2,3,5,3,5,5,3,3,5,1,5,1,5,1,5,5,5,3,5,4,4,4,2,2,12,2,NA,4,NA,2,1746.774459,60,60,2,6,16,1,5,4,1,1,1,1,2,2,1,2,2,1,2,NA,59
6664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,2,2,3,2,1,3,2,5,2,5,5,2,3,4,5,1,2,4,2,1,3,5,4,3,3,5,3,2,3,8,8,4,4,NA,2,2664.388634,45,45,2,5,21,1,2,4,2,2,1,1,1,2,2,2,2,0,NA,NA,36
6665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,2,2,2,2,2,2,2,3,2,3,2,2,3,2,4,3,4,4,4,2,2,2,4,2,2,3,4,4,4,4,4,3,2,2,13,4,NA,1,NA,2,3253.036832,30,30,1,7,14,1,3,4,2,2,1,1,1,2,2,2,2,0,NA,NA,61
6666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,5,1,1,3,1,1,3,1,1,3,4,4,5,1,2,16,2,1,1,NA,2,1934.781078,NA,NA,2,7,22,1,1,4,NA,NA,2,2,1,2,2,2,2,0,NA,NA,75
6667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,2,4,3,1,2,3,5,1,1,4,2,5,3,2,4,3,3,4,2,5,4,4,3,4,2,2,3,4,4,3,3,15,1,2,2,NA,2,5985.590599,NA,NA,2,7,28,1,3,4,NA,NA,2,2,1,2,2,2,2,0,NA,NA,74
6668,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,1,4,5,2,7,3,3,NA,3,3,NA,3,5,2,2,2,1,1,3,1,1,2,1,1,1,1,4,5,3,5,4,5,3,2,5,2,2,1,3,1,3,3,5,5,3,3,14,4,NA,NA,8,1,3906.081064,480,NA,2,7,5,5,5,4,1,NA,1,2,3,2,2,2,2,0,NA,3,65
6669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,2,2,2,2,4,3,4,2,2,5,2,5,5,2,2,3,4,2,2,4,4,2,4,4,4,4,5,4,4,4,4,10,4,1,1,NA,2,5889.04459,NA,NA,1,5,NA,1,1,1,NA,NA,NA,NA,5,1,2,2,2,0,NA,NA,47
6670,8,8,1,8,2,1,5,1,1,1,1,1,2,3,97,5,1,3,2,97,5,3,3,1,1,5,1,3,3,1,2,2,1,2,1,5,1,5,3,2,4,3,2,1,5,5,2,4,2,2,4,2,4,4,4,4,4,10,3,NA,2,4,1,3449.122975,30,30,2,5,21,1,3,4,1,1,1,1,4,2,1,2,2,4,3,3,46
6671,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,5,5,1,3,10,3,3,NA,3,3,NA,1,5,5,1,2,1,1,1,4,1,5,1,1,1,5,5,1,5,3,1,5,3,1,3,5,1,2,1,5,4,3,5,5,1,3,14,2,6,5,4,1,3565.968371,NA,NA,2,7,21,1,2,4,NA,NA,2,2,3,2,2,2,2,0,NA,1,69
6672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,1,1,1,1,5,5,2,1,2,5,2,5,4,2,9,5,5,5,1,1,1,1,3,2,5,5,3,5,4,3,4,4,4,5,2,NA,2,4883.562123,NA,NA,1,6,NA,1,3,1,NA,NA,NA,NA,5,1,2,2,2,0,NA,NA,18
6673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,1,2,2,4,1,1,2,1,1,2,2,5,5,1,1,5,5,1,5,5,5,4,1,5,1,1,1,1,4,1,1,9,4,NA,6,NA,2,1046.598778,3,3,2,4,20,1,2,4,2,2,1,1,2,1,2,2,2,1,NA,NA,42
6674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,1,3,3,2,4,2,5,2,3,4,4,5,2,3,1,3,2,4,3,2,1,2,2,3,3,3,5,3,1,4,8,6,NA,NA,NA,2,1924.917538,2,NA,2,5,19,1,3,4,2,NA,1,3,2,2,1,2,2,1,2,NA,35
6675,NA,NA,NA,NA,NA,NA,NA,3,4,3,5,2,1,3,4,8,4,3,NA,4,3,10,1,2,2,3,1,2,2,1,1,2,2,2,1,3,2,5,3,2,2,5,5,5,3,4,2,2,2,2,2,3,2,5,4,1,4,13,1,NA,5,1,1,5984.234833,15,NA,1,7,28,1,5,4,1,NA,1,2,3,2,2,2,2,0,NA,3,61
6676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,1,5,5,4,1,4,3,3,1,2,5,5,4,5,5,1,1,3,1,1,3,4,3,5,5,5,4,3,3,3,5,12,2,NA,2,NA,2,2519.099506,270,NA,2,4,20,1,5,4,1,NA,1,2,1,2,2,2,2,0,NA,NA,55
6677,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,5,5,1,3,5,3,3,NA,3,3,8,1,5,1,1,1,1,1,1,2,2,1,1,1,2,2,4,5,2,2,5,5,1,1,5,4,3,2,5,3,3,5,5,5,5,5,14,3,NA,6,2,1,5057.433061,NA,NA,2,7,20,1,3,4,NA,NA,2,2,3,2,2,2,2,0,NA,3,68
6678,8,8,1,2,2,2,10,2,2,1,1,1,3,1,1,10,3,3,3,3,3,10,1,5,1,1,1,1,1,1,4,2,2,3,2,4,4,5,5,5,5,2,5,1,1,5,2,2,5,3,3,5,3,5,5,3,3,8,4,5,4,4,1,3147.04217,10,20,2,8,17,1,1,4,2,1,1,1,4,2,1,2,2,2,3,3,35
6679,2,2,2,2,97,97,7,2,1,5,4,1,5,3,3,7,3,3,3,3,5,8,3,2,1,4,1,3,3,2,2,2,2,2,2,3,2,4,5,2,2,2,5,1,2,4,3,2,3,5,5,5,4,4,4,3,3,5,8,5,3,4,1,5310.3517,330,60,2,5,21,1,2,4,2,2,1,1,4,2,1,1,2,1,3,3,23
6680,NA,NA,NA,NA,NA,NA,NA,6,1,1,4,3,1,3,3,9,3,3,5,3,4,8,1,1,1,2,1,1,1,1,3,1,1,3,1,4,1,4,4,1,4,2,4,1,2,4,2,3,4,4,4,1,1,5,2,1,1,11,2,5,6,1,1,5655.482379,5,NA,1,4,19,1,2,4,2,NA,1,2,4,1,2,2,2,2,NA,3,52
6681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,1,1,1,2,4,5,2,1,2,2,5,5,2,4,1,4,3,1,2,1,1,1,5,5,5,3,3,3,5,3,13,8,NA,4,NA,2,2955.842018,240,NA,1,7,18,1,4,4,1,NA,1,2,1,2,2,2,2,0,NA,NA,61
6682,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,4,2,2,3,8,3,3,3,3,3,9,2,5,2,4,1,2,2,2,4,1,5,4,2,3,2,5,5,4,3,2,5,5,1,3,2,2,3,3,2,3,3,3,3,1,1,9,4,NA,6,4,1,3919.2698,5,NA,1,4,23,1,3,4,2,NA,1,2,4,1,2,2,2,2,NA,2,41
6683,NA,NA,NA,NA,NA,NA,NA,3,3,3,5,2,3,3,3,8,3,3,NA,3,4,NA,2,3,3,3,3,3,3,2,3,3,3,1,1,3,2,5,4,2,3,5,5,2,2,5,3,3,3,5,3,3,4,4,4,4,4,14,7,NA,4,4,1,4162.361822,NA,NA,1,7,24,1,1,4,NA,NA,2,2,3,2,2,2,2,0,NA,1,65
6684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,3,5,5,1,3,3,1,3,1,5,1,5,5,1,3,5,3,3,3,3,3,1,3,5,1,5,3,4,3,1,3,4,4,5,6,NA,2,10206.9012,NA,NA,1,6,NA,1,1,1,NA,NA,NA,NA,5,1,2,2,2,0,NA,NA,19
6685,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,1,2,1,2,5,3,2,NA,3,4,NA,3,5,3,5,1,2,4,1,4,1,3,3,1,4,2,5,3,1,4,1,4,2,1,4,1,1,1,2,2,2,1,5,4,1,1,12,1,6,NA,5,1,4663.890503,NA,NA,2,7,21,2,3,4,NA,NA,2,2,3,2,2,2,2,0,NA,1,59
6686,NA,NA,NA,NA,NA,NA,NA,3,1,3,1,5,3,1,3,10,2,3,NA,3,1,NA,1,5,2,2,1,2,2,1,5,2,5,1,2,4,2,5,5,2,5,5,5,4,1,5,5,1,1,5,1,1,4,4,3,3,3,13,5,NA,6,2,1,3912.604275,NA,NA,2,7,22,1,1,4,NA,NA,2,2,3,2,2,2,2,0,NA,1,60
6687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,1,4,1,1,1,3,4,5,3,3,4,5,5,5,3,5,1,5,2,1,1,1,1,3,3,3,3,4,5,5,2,4,14,4,1,1,NA,2,2471.857841,NA,NA,1,7,30,1,4,4,NA,NA,2,2,1,2,2,2,2,0,NA,NA,69
6688,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,1,3,3,10,3,3,NA,3,3,9,1,3,1,5,1,1,1,1,3,3,3,3,3,3,1,1,3,3,3,3,3,5,5,3,2,2,2,3,3,3,1,3,3,1,1,11,4,NA,5,2,1,6832.48301,NA,NA,1,6,21,1,5,4,NA,NA,2,2,3,2,2,2,1,0,NA,3,52
6689,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,3,1,1,10,3,3,NA,3,4,NA,1,5,3,4,1,1,1,1,1,2,1,2,1,9,2,5,5,1,4,3,3,5,1,5,5,5,2,5,5,5,3,4,4,3,3,12,4,NA,6,4,1,5988.375943,NA,NA,2,7,22,1,2,4,NA,NA,2,2,3,2,2,2,2,0,NA,1,59
6690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,2,4,4,2,2,3,2,4,3,4,3,4,5,2,3,4,4,1,2,3,4,4,3,5,3,3,3,3,5,2,2,6,8,NA,4,NA,2,2392.243375,240,240,2,4,18,1,4,4,1,1,1,1,1,2,2,2,2,0,NA,NA,28
6691,5,3,4,2,1,3,10,3,4,5,5,5,1,1,3,10,5,3,3,3,3,NA,1,5,1,5,1,1,1,1,2,2,2,1,3,2,2,5,5,2,3,2,5,3,3,4,5,1,4,5,3,5,3,5,5,1,1,10,4,3,NA,4,1,3468.024963,210,210,1,4,20,2,4,4,1,0,1,1,4,2,1,2,2,2,3,1,45
6692,NA,NA,NA,NA,NA,NA,NA,3,2,3,1,2,5,4,2,8,1,3,NA,3,3,9,3,3,3,3,3,3,3,1,5,2,3,4,1,4,3,5,5,4,4,5,5,3,4,4,4,4,4,3,3,3,3,5,3,4,3,12,4,NA,2,5,1,4663.890503,NA,NA,2,7,18,1,4,4,NA,NA,2,2,3,2,2,2,2,0,NA,3,56
6693,NA,NA,NA,NA,NA,NA,NA,3,5,5,3,1,5,5,3,8,5,3,NA,3,5,10,1,5,1,3,1,5,5,1,2,1,2,1,1,2,1,3,5,1,2,1,5,1,4,5,5,3,5,5,5,5,4,2,4,1,1,10,8,5,6,8,1,3497.015269,480,NA,2,3,17,1,3,4,1,NA,1,2,3,2,2,2,2,0,NA,3,48
6694,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,6,5,6,5,1,3,97,6,3,NA,1,5,3,2,2,1,1,1,3,2,3,2,2,2,2,2,3,3,2,2,4,2,1,9,4,9,1,1,1,1,4,4,4,3,3,14,1,5,NA,1,1,8342.390638,NA,NA,2,7,13,2,2,4,NA,NA,2,2,4,1,2,2,2,1,NA,1,69
6695,NA,NA,NA,NA,NA,NA,NA,1,3,3,1,1,4,1,3,8,3,1,NA,3,4,8,4,4,1,1,1,2,2,1,2,1,1,1,1,5,1,5,4,2,2,4,2,1,4,4,2,4,3,4,5,2,3,3,3,2,1,8,1,5,5,4,1,4408.562233,60,NA,2,5,21,1,2,4,1,NA,1,2,3,2,2,2,2,0,NA,3,36
6696,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,3,3,1,10,5,3,5,1,3,9,1,5,3,3,1,5,5,1,5,3,5,1,1,3,1,5,5,3,1,5,5,5,5,1,1,3,5,5,2,2,3,3,3,3,1,9,4,5,NA,6,1,9900.7447,10,NA,1,6,30,2,2,4,2,NA,1,2,4,1,2,2,2,1,NA,3,43
6697,3,3,4,3,3,4,10,4,4,2,1,1,5,1,3,10,3,3,3,3,3,7,3,4,2,5,1,4,4,1,4,1,4,1,1,1,4,4,5,5,3,1,5,1,2,5,2,2,5,5,3,3,3,3,3,2,2,7,5,NA,6,4,1,3450.756896,25,NA,2,4,21,1,4,4,2,NA,1,2,4,2,1,2,2,2,3,3,32
6698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,3,2,2,1,4,2,3,5,4,5,3,4,5,5,3,5,3,5,2,5,4,3,3,5,4,5,2,5,5,1,1,4,5,NA,2,NA,2,5218.020615,NA,NA,1,8,NA,1,2,1,NA,NA,NA,NA,5,1,2,2,2,0,NA,NA,19
6699,NA,NA,NA,NA,NA,NA,NA,5,3,2,2,2,5,3,3,8,3,3,NA,3,4,9,2,3,1,2,2,3,3,2,3,2,3,2,2,4,4,3,5,3,4,3,4,3,2,3,4,2,3,3,3,3,3,3,3,3,2,6,8,1,1,8,1,5968.086793,390,390,2,4,18,1,1,4,1,1,1,1,3,2,2,2,2,0,NA,3,27
